ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,mb,type total,node-whx-pb_guest_nice,node-whx-pb_guest,node-whx-pb_steal,node-whx-pb_softirq,node-whx-pb_irq,node-whx-pb_user,node-whx-pb_system,node-whx-pb_nice,node-whx-pb_iowait,node-whx-pb_avail,node-whx-pb_received,node-whx-pb_sent,node-whx-pb_forwarded,node-whx-pb_delivered,node-whx-rs_guest_nice,node-whx-rs_guest,node-whx-rs_steal,node-whx-rs_softirq,node-whx-rs_irq,node-whx-rs_user,node-whx-rs_system,node-whx-rs_nice,node-whx-rs_iowait,node-whx-rs_avail,node-whx-rs_received,node-whx-rs_sent,node-whx-rs_forwarded,node-whx-rs_delivered,node-whx-sc_guest_nice,node-whx-sc_guest,node-whx-sc_steal,node-whx-sc_softirq,node-whx-sc_irq,node-whx-sc_user,node-whx-sc_system,node-whx-sc_nice,node-whx-sc_iowait,node-whx-sc_avail,node-whx-sc_received,node-whx-sc_sent,node-whx-sc_forwarded,node-whx-sc_delivered
1422.3333333333333,162.0,162.0,162.0,18.53333333333333,6.8,66.86666666666666,67.39999999999999,67.86666666666666,67.86666666666666,1703873876.0,0.0460733333333333,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,0.7832898,0,14.490862,2.872063,13.577023,0.1305483,13175.879,2.075663,-2.075663,0,2.075663,0,0,0,0.5128205,0,35.12821,4.358974,0.3846154,0.0,12009.672,0.0,0.0,0,0.0,0,0,0,0.2531646,0,3.544304,1.898734,13.291139,0.0,13347.082,0.0,0.0,0,0.0
1622.0,199.66666666666663,199.66666666666663,199.66666666666663,20.03333333333333,7.166666666666667,50.56666666666666,50.96666666666667,55.0,55.0,1703873877.0,0.1825033333333333,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.1627907,0,9.043928,3.617571,13.436693,0.0,13193.27,1.924337,-1.924337,0,1.924337,0,0,0,0.7672634,0,36.70077,5.370844,0.3836317,0.1278772,11984.73,0.0,0.0,0,0.0,0,0,0,0.0,0,3.286979,2.022756,13.021492,0.2528445,13345.723,0.0,0.0,0,0.0
1378.0,161.5,161.5,161.5,20.425,7.15,63.175,64.325,66.875,66.875,1703873878.0,0.0981524999999999,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.5564202,0,8.041505,2.983139,13.488975,0.3891051,13198.863,0.0,0.0,0,0.0,0,0,0,0.7692308,0,43.20513,5.897436,0.3846154,0.0,11710.461,0.0,0.0,0,0.0,0,0,0,0.2531646,0,5.56962,2.025316,13.037975,0.0,13344.93,0.0,0.0,0,0.0
1581.25,203.25,203.25,203.25,19.675,7.125,50.775,53.375,56.4,56.4,1703873879.0,0.1985325,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.935484,0,7.741935,3.483871,13.16129,0.2580645,13192.176,0.0,0.0,0,0.0,0,0,0,1.285347,0,41.90231,5.655527,0.3856041,0.0,11629.434,0.0,0.0,0,0.0,0,0,0,0.2544529,0,2.926209,1.908397,13.104326,0.0,13350.004,2.744206,-2.744206,0,2.744206
1769.75,188.5,188.5,188.5,21.25,7.025,50.6,52.25,53.5,53.5,1703873880.0,0.14148,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.448454,0,7.731959,4.252577,13.659794,0.128866,13190.797,0.0,0.0,0,0.0,0,0,0,1.4066496,0,64.70588,6.265985,0.511509,0.0,11548.242,0.0,0.0,0,0.0,0,0,0,0.0,0,8.259212,2.160102,13.087675,0.1270648,13339.621,1.2557938,-1.2557938,0,1.2557938
1998.25,228.5,228.5,228.5,17.6,6.725,50.225,50.625,53.775,53.775,1703873881.0,0.1166625,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.179487,0,18.20513,3.205128,13.589744,0.0,13173.793,0.0,0.0,0,0.0,0,0,0,0.8962868,0,28.29706,4.609475,0.3841229,0.0,11544.371,0.0,0.0,0,0.0,0,0,0,0.2544529,0,10.43257,3.307888,13.104326,0.0,13319.16,0.0,0.0,0,0.0
2200.5,202.25,202.25,202.25,19.55,6.825,50.25,50.575,51.175,51.175,1703873882.0,0.097595,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.580645,0,8.258065,3.225806,13.677419,0.0,13196.516,1.034342,-0.517171,0,1.034342,0,0,0,1.0269576,0,29.52503,3.979461,0.5134788,0.0,11546.926,0.0,0.0,0,0.0,0,0,0,0.1277139,0,5.108557,1.787995,13.154534,0.0,13335.719,0.0,0.0,0,0.0
2413.25,212.75,212.75,212.75,18.9,6.775,50.175,50.5,52.875,52.875,1703873883.0,0.0847924999999999,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.072539,0,8.160622,4.145078,13.73057,0.0,13193.309,0.965658,-0.482829,0,0.965658,0,0,0,1.0269576,0,48.90886,6.033376,0.2567394,0.0,11497.918,0.0,0.0,0,0.0,0,0,0,0.3802281,0,8.998733,2.534854,13.054499,0.1267427,13335.152,7.54459,-7.54459,0,7.54459
2115.4,184.8,184.8,184.8,19.92,6.840000000000001,50.34,60.760000000000005,66.5,66.5,1703873884.0,0.06016,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.072539,0,12.305699,4.92228,13.860104,0.1295337,13183.941,0.0,0.0,0,0.0,0,0,0,1.4084507,0,40.07682,7.554417,0.3841229,0.0,11213.16,2.651345,-2.651345,0,2.651345,0,0,0,0.2544529,0,6.615776,3.689567,13.231552,0.1272265,13340.77,3.45541,-3.45541,0,3.45541
2321.4,206.0,206.0,206.0,19.44,6.74,50.12,50.58,54.220000000000006,54.220000000000006,1703873885.0,0.085158,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.45478,0,7.751938,3.359173,13.436693,0.0,13187.508,5.176308,-5.176308,0,5.176308,0,0,0,1.029601,0,24.83912,4.890605,0.1287001,0.0,11186.668,1.3486549,-1.3486549,0,1.3486549,0,0,0,0.2560819,0,4.737516,3.072983,13.316261,0.0,13341.395,0.0,0.0,0,0.0
2537.8,216.4,216.4,216.4,18.5,6.779999999999999,50.22,50.760000000000005,51.220000000000006,51.220000000000006,1703873886.0,0.076876,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.313625,0,10.539846,3.341902,13.496144,0.0,13185.809,6.895678,-6.895678,0,6.895678,0,0,0,1.025641,0,18.46154,4.74359,0.3846154,0.0,11180.332,0.0,0.0,0,0.0,0,0,0,0.3816794,0,10.305344,2.544529,13.104326,0.1272265,13333.762,0.0,0.0,0,0.0
2741.6,203.8,203.8,203.8,19.62,6.74,50.28,52.5,71.02000000000001,71.02000000000001,1703873887.0,0.066496,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.950585,0,11.83355,3.90117,13.784135,0.0,13194.125,1.928014,-1.928014,0,1.928014,0,0,0,1.4120668,0,48.26701,6.931964,0.5134788,0.0,11130.176,0.0,0.0,0,0.0,0,0,0,0.2547771,0,12.484076,2.802548,13.121019,0.0,13333.039,0.0,0.0,0,0.0
2953.8,212.2,212.2,212.2,18.8,6.7,50.16,50.8,52.0,52.0,1703873888.0,0.059318,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.813472,0,16.450777,4.92228,14.248705,0.2590674,13176.664,0.0,0.0,0,0.0,0,0,0,1.2787724,0,51.27877,7.033248,0.3836317,0.0,11081.742,0.0,0.0,0,0.0,0,0,0,0.1277139,0,5.491699,2.043423,13.154534,0.1277139,13330.805,0.0,0.0,0,0.0
3161.4,207.6,207.6,207.6,19.380000000000003,6.6,50.08,50.44,52.02,52.02,1703873889.0,0.05375,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.4341591,0,16.42764,4.172099,15.77575,0.0,13174.469,0.0,0.0,0,0.0,0,0,0,1.5424165,0,36.50386,5.269923,0.3856041,0.1285347,11045.637,0.0,0.0,0,0.0,0,0,0,0.2538071,0,4.060914,2.15736,13.071066,0.1269036,13348.258,2.743715,-2.743715,0,2.743715
3362.0,200.6,200.6,200.6,20.16,6.74,50.22,50.84,52.9,52.9,1703873890.0,0.0495079999999999,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.590674,0,12.435233,4.015544,13.471503,0.0,13174.715,0.0,0.0,0,0.0,0,0,0,1.1553273,0,38.76765,4.878049,0.2567394,0.0,10990.082,0.0,0.0,0,0.0,0,0,0,0.2547771,0,3.312102,2.038217,13.121019,0.1273885,13346.926,1.2562845,-1.2562845,0,1.2562845
3553.8,191.8,191.8,191.8,20.9,7.220000000000001,50.94,52.96,55.44,55.44,1703873891.0,0.046116,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.930502,0,7.335907,4.890605,13.256113,0.0,13173.688,0.0,0.0,0,0.0,0,0,0,1.5364917,0,65.3009,6.914213,0.5121639,0.0,10873.109,0.0,0.0,0,0.0,0,0,0,0.127551,0,13.265306,2.933673,13.010204,0.127551,13340.93,0.0,0.0,0,0.0
3128.1666666666665,166.66666666666666,166.66666666666666,166.66666666666666,19.03333333333333,7.316666666666666,46.76666666666667,55.833333333333336,57.8,57.8,1703873892.0,0.0359216666666666,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.316602,0,6.306306,3.603604,13.513514,0.1287001,13194.426,0.0,0.0,0,0.0,0,0,0,2.554278,0,80.97063,7.407407,0.3831418,0.0,10559.051,0.0,0.0,0,0.0,0,0,0,0.2554278,0,11.749681,2.171137,13.154534,0.1277139,13336.672,0.0,0.0,0,0.0
3324.0,195.83333333333331,195.83333333333331,195.83333333333331,20.6,7.216666666666666,51.2,63.03333333333333,74.58333333333333,74.58333333333333,1703873893.0,0.1275649999999999,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.5564202,0,8.949416,4.409857,13.09987,0.1297017,13190.52,1.0331198,-0.5165599,0,1.0331198,0,0,0,2.025316,0,81.89873,6.962025,0.3797468,0.0,10490.957,0.0,0.0,0,0.0,0,0,0,0.2538071,0,3.680203,2.284264,13.19797,0.1269036,13336.98,0.0,0.0,0,0.0
3510.5,186.5,186.5,186.5,21.1,7.366666666666666,52.01666666666667,68.98333333333333,79.56666666666668,79.56666666666668,1703873894.0,0.0887416666666666,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.5748031,0,5.774278,4.199475,13.648294,0.0,13188.953,0.9668802,-0.4834401,0,0.9668802,0,0,0,2.033037,0,74.84117,9.911055,0.5082592,0.0,10172.047,2.653674,-2.653674,0,2.653674,0,0,0,0.3836317,0,6.265985,2.685422,13.171355,0.0,13342.215,0.0,0.0,0,0.0
3167.8571428571427,158.85714285714286,158.85714285714286,158.85714285714286,25.61428571428572,12.1,61.17142857142857,73.48571428571428,94.92857142857144,94.92857142857144,1703873895.0,0.1628714285714285,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.703801,0,7.33945,2.752294,13.368283,0.0,13191.129,0.0,0.0,0,0.0,0,0,0,2.264151,0,87.16981,7.421384,0.5031447,0.0,10074.527,1.3463256,-1.3463256,0,1.3463256,0,0,0,0.255102,0,4.719388,2.55102,13.137755,0.127551,13341.359,0.0,0.0,0,0.0
3352.0,184.14285714285717,184.14285714285717,184.14285714285717,21.885714285714283,8.542857142857143,52.42857142857143,55.0,58.2,58.2,1703873896.0,0.1132257142857142,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.702703,0,5.920206,3.603604,13.256113,0.0,13191.965,2.063801,-2.063801,0,2.063801,0,0,0,2.395965,0,85.37201,8.448928,0.3783102,0.0,9989.309,0.0,0.0,0,0.0,0,0,0,0.3821656,0,3.057325,1.910828,13.248408,0.0,13341.902,0.0,0.0,0,0.0
3527.1428571428573,175.14285714285714,175.14285714285714,175.14285714285714,22.75714285714286,8.542857142857143,52.84285714285714,57.91428571428572,63.91428571428571,63.91428571428571,1703873897.0,0.0897157142857143,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.4360313,0,10.574413,5.613577,13.577023,0.1305483,13191.414,1.936199,-1.936199,0,1.936199,0,0,0,2.020202,0,84.72222,8.459596,0.3787879,0.0,9857.336,0.0,0.0,0,0.0,0,0,0,0.2554278,0,3.065134,2.043423,13.02682,0.0,13341.707,0.0,0.0,0,0.0
3679.857142857143,152.71428571428572,152.71428571428572,152.71428571428572,26.357142857142858,10.771428571428572,54.642857142857146,113.18571428571428,157.9,157.9,1703873898.0,0.0758771428571428,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.46114,0,7.642487,3.497409,12.953368,0.0,13195.059,0.0,0.0,0,0.0,0,0,0,2.267003,0,85.89421,7.43073,0.5037783,0.0,9781.957,0.0,0.0,0,0.0,0,0,0,0.2547771,0,4.203822,1.910828,13.248408,0.1273885,13341.516,0.0,0.0,0,0.0
3868.142857142857,188.28571428571428,188.28571428571428,188.28571428571428,21.4,7.628571428571428,51.642857142857146,70.31428571428572,76.41428571428571,76.41428571428571,1703873899.0,0.0667414285714285,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,3.566879,0,5.350318,4.076433,13.375796,0.0,13194.332,0.0,0.0,0,0.0,0,0,0,2.512563,0,86.80905,8.417085,0.3768844,0.0,9488.055,0.0,0.0,0,0.0,0,0,0,0.3831418,0,2.681992,2.171137,13.02682,0.0,13348.77,2.739534,-2.739534,0,2.739534
3563.5,178.875,178.875,178.875,21.6125,7.5375,52.3625,59.4375,61.175,61.175,1703873900.0,0.0523,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.377807,0,6.208719,3.17041,13.47424,0.0,13194.777,0.0,0.0,0,0.0,0,0,0,2.284264,0,84.51777,7.106599,0.3807107,0.0,9382.156,0.0,0.0,0,0.0,0,0,0,0.2544529,0,3.562341,2.417303,15.394402,0.1272265,13348.195,1.2604655,-1.2604655,0,1.2604655
3745.375,181.875,181.875,181.875,22.0375,8.6375,52.7875,58.925,69.175,69.175,1703873901.0,0.0713425,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.824134,0,8.60077,4.621309,13.478819,0.0,13193.551,0.0,0.0,0,0.0,0,0,0,2.78834,0,72.87706,11.026616,0.3802281,0.0,9026.094,0.0,0.0,0,0.0,0,0,0,0.3836317,0,4.603581,2.557545,13.299233,0.1278772,13349.766,0.0,0.0,0,0.0
3446.0,116.77777777777776,116.77777777777776,116.77777777777776,34.266666666666666,23.23333333333333,75.51111111111112,135.26666666666668,167.27777777777777,167.27777777777777,1703873902.0,0.0559544444444444,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.842377,0,7.881137,4.005168,14.082687,0.129199,13194.289,0.0,0.0,0,0.0,0,0,0,2.631579,0,86.96742,8.02005,0.5012531,0.0,8953.453,0.0,0.0,0,0.0,0,0,0,0.2560819,0,3.201024,3.072983,13.572343,0.2560819,13349.141,0.0,0.0,0,0.0
3611.3333333333335,165.33333333333334,165.33333333333334,165.33333333333334,24.61111111111111,10.966666666666669,59.87777777777777,70.8777777777778,160.27777777777777,160.27777777777777,1703873903.0,0.1145622222222222,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.590674,0,6.606218,4.533679,13.471503,0.0,13192.812,0.0,0.0,0,0.0,0,0,0,2.255639,0,87.46867,9.14787,0.3759398,0.0,8595.41,0.0,0.0,0,0.0,0,0,0,0.2554278,0,3.065134,2.043423,13.154534,0.0,13349.754,0.0,0.0,0,0.0
3395.5,145.3,145.3,145.3,30.340000000000003,18.42,62.07000000000001,76.01,87.61,87.61,1703873904.0,0.075937,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.849741,0,10.362694,3.626943,13.73057,0.0,13180.961,1.0330677,-0.5165339,0,1.0330677,0,0,0,2.753442,0,87.3592,8.260325,0.2503129,0.0,8464.73,2.653433,-2.653433,0,2.653433,0,0,0,0.3841229,0,3.329065,2.048656,13.18822,0.2560819,13352.371,0.0,0.0,0,0.0
3545.2,149.7,149.7,149.7,27.44,12.98,63.99,100.36,122.5,122.5,1703873905.0,0.126731,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.080624,0,7.282185,4.161248,13.524057,0.130039,13181.113,0.9669323,-0.4834661,0,0.9669323,0,0,0,2.634881,0,88.0803,8.030113,0.5018821,0.0,8397.578,1.3465671,-1.3465671,0,1.3465671,0,0,0,0.5108557,0,5.619413,2.93742,13.02682,0.2554278,13350.105,0.0,0.0,0,0.0
3658.3,113.1,113.1,113.1,35.86,17.56,110.75,209.23,296.15,296.15,1703873906.0,0.093178,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.390438,0,7.835325,2.921647,13.944223,0.0,13182.148,2.067239,-2.067239,0,2.067239,0,0,0,2.760351,0,86.44918,8.908407,0.3764115,0.0,8271.887,0.0,0.0,0,0.0,0,0,0,0.3826531,0,3.826531,2.168367,13.265306,0.0,13350.273,0.0,0.0,0,0.0
3781.9,123.6,123.6,123.6,32.86,15.2,77.47999999999999,179.72,210.54,210.54,1703873907.0,0.0780039999999999,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.73794,0,8.604954,4.563233,13.428944,0.1303781,13194.438,1.932761,-1.932761,0,1.932761,0,0,0,1.75219,0,88.73592,8.260325,0.3754693,0.0,8133.59,0.0,0.0,0,0.0,0,0,0,0.255102,0,2.295918,1.913265,13.392857,0.127551,13350.188,0.0,0.0,0,0.0
3928.3,146.4,146.4,146.4,28.52,12.82,72.08,132.44,169.86,169.86,1703873908.0,0.068885,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.486911,0,9.947644,4.450262,13.874346,0.0,13193.691,0.0,0.0,0,0.0,0,0,0,3.258145,0,84.71178,10.651629,0.5012531,0.0,7665.527,0.0,0.0,0,0.0,0,0,0,0.3856041,0,4.627249,2.18509,12.982005,0.0,13345.66,0.0,0.0,0,0.0
3686.727272727273,115.54545454545456,115.54545454545456,115.54545454545456,40.35454545454545,21.90909090909091,76.54545454545455,202.1818181818182,287.4818181818182,287.4818181818182,1703873909.0,0.05976,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.971576,0,7.622739,4.392765,13.436693,0.0,13193.727,0.0,0.0,0,0.0,0,0,0,3.003755,0,86.23279,8.635795,0.6257822,0.0,7350.699,0.0,0.0,0,0.0,0,0,0,0.3841229,0,3.201024,2.048656,13.18822,0.128041,13351.816,2.739809,-2.739809,0,2.739809
3224.923076923077,105.3846153846154,105.3846153846154,105.3846153846154,41.80769230769231,31.023076923076925,101.47692307692309,159.43076923076922,214.6076923076923,214.6076923076923,1703873910.0,0.0988330769230769,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.346806,0,6.518905,3.520209,13.820078,0.2607562,13192.898,0.0,0.0,0,0.0,0,0,0,2.380952,0,90.22556,6.516291,0.3759398,0.0,7264.152,0.0,0.0,0,0.0,0,0,0,0.2554278,0,2.426564,2.043423,13.154534,0.0,13352.863,1.2601907,-1.2601907,0,1.2601907
3340.923076923077,116.0,116.0,116.0,36.03076923076923,20.27692307692308,93.06923076923076,209.43846153846152,228.9307692307692,228.9307692307692,1703873911.0,0.1467523076923076,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.176697,0,7.426376,3.96927,13.700384,0.0,13192.039,0.0,0.0,0,0.0,0,0,0,2.12766,0,88.61076,7.7597,0.5006258,0.0,7181.059,0.0,0.0,0,0.0,0,0,0,0.2554278,0,4.980843,2.171137,13.282248,0.1277139,13353.074,0.0,0.0,0,0.0
3476.3076923076924,135.3846153846154,135.3846153846154,135.3846153846154,31.17692307692308,19.13076923076923,74.03076923076922,115.12307692307692,170.93076923076922,170.93076923076922,1703873912.0,0.10905,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.727273,0,7.272727,3.896104,13.766234,0.0,13197.969,1.548883,-1.0325887,0,1.548883,0,0,0,3.132832,0,86.71679,7.518797,0.3759398,0.0,7110.496,0.0,0.0,0,0.0,0,0,0,0.5095541,0,3.184713,2.420382,13.121019,0.2547771,13352.402,0.0,0.0,0,0.0
3603.076923076923,126.76923076923076,126.76923076923076,126.76923076923076,31.41538461538461,21.753846153846155,72.03076923076922,120.06923076923076,163.03846153846155,163.03846153846155,1703873913.0,0.0891023076923076,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.621232,0,9.436435,4.849279,13.761468,0.2621232,13201.129,1.451117,-0.9674113,0,1.451117,0,0,0,3.007519,0,86.21554,8.77193,0.3759398,0.0,6937.473,0.0,0.0,0,0.0,0,0,0,0.3836317,0,3.70844,2.429668,13.171355,0.0,13351.312,0.0,0.0,0,0.0
3734.923076923077,131.84615384615384,131.84615384615384,131.84615384615384,34.98461538461539,14.815384615384614,103.7846153846154,208.06153846153848,442.0,442.0,1703873914.0,0.15413,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,1.710526,0,7.105263,5.657895,13.947368,0.1315789,13201.141,0.0,0.0,0,0.0,0,0,0,3.011292,0,86.32371,8.908407,0.3764115,0.0,6528.922,2.654404,-2.654404,0,2.654404,0,0,0,0.511509,0,4.859335,3.196931,13.171355,0.1278772,13346.191,0.0,0.0,0,0.0
3584.0,115.85714285714286,115.85714285714286,115.85714285714286,35.55,22.335714285714285,87.51428571428572,155.7642857142857,198.6142857142857,198.6142857142857,1703873915.0,0.1370435714285714,0.0,0.0,0.0,0.0,0.0,0.0,total,0,0,0,2.879581,0,7.198953,4.581152,13.743455,0.0,13201.848,2.066606,-1.5499542,0,2.066606,0,0,0,3.254068,0,88.36045,7.509387,0.3754693,0.0,6448.473,1.3455963,-1.3455963,0,1.3455963,0,0,0,0.3841229,0,6.274008,4.225352,13.18822,0.128041,13347.312,0.0,0.0,0,0.0
