ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,type total,node-whx-rn_guest_nice,node-whx-rn_guest,node-whx-rn_steal,node-whx-rn_softirq,node-whx-rn_irq,node-whx-rn_user,node-whx-rn_system,node-whx-rn_nice,node-whx-rn_iowait,node-whx-rn_avail,node-whx-rn_received,node-whx-rn_sent,node-whx-rn_forwarded,node-whx-rn_delivered,node-whx-rs_guest_nice,node-whx-rs_guest,node-whx-rs_steal,node-whx-rs_softirq,node-whx-rs_irq,node-whx-rs_user,node-whx-rs_system,node-whx-rs_nice,node-whx-rs_iowait,node-whx-rs_avail,node-whx-rs_received,node-whx-rs_sent,node-whx-rs_forwarded,node-whx-rs_delivered,node-whx-sc_guest_nice,node-whx-sc_guest,node-whx-sc_steal,node-whx-sc_softirq,node-whx-sc_irq,node-whx-sc_user,node-whx-sc_system,node-whx-sc_nice,node-whx-sc_iowait,node-whx-sc_avail,node-whx-sc_received,node-whx-sc_sent,node-whx-sc_forwarded,node-whx-sc_delivered
3440.0,318.0,318.0,318.0,4044.8,4049.6,4202.7,4225.8,4232.1,4232.1,1703949225.0,2.82733,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,0.7633588,0.0,64.63104,6.48855,13.231552,0.0,13399.27,0.0,0.0,0.0,0.0,0,0,0,0.5154639,0,3.092784,3.221649,0.5154639,0.128866,13554.426,1.3447236,-1.3447236,0,1.3447236,0,0,0,0.2547771,0,3.312102,2.292994,13.248408,0.1273885,13413.359,3.148296,-3.148296,0,3.148296
3752.0,312.0,312.0,312.0,4407.6,4404.0,4576.0,4597.0,4601.2,4601.2,1703949226.0,3.02394,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,1.5037594,0.0,73.5589,5.388471,12.907268,0.0,13322.922,0.0,0.0,0.0,0.0,0,0,0,0.5194805,0,4.545455,2.857143,0.3896104,0.2597403,13554.934,0.0,0.0,0,0.0,0,0,0,0.3826531,0,2.423469,1.913265,13.137755,0.0,13412.977,0.0,0.0,0,0.0
2060.5,184.5,184.5,184.5,2534.4500000000003,2543.9500000000003,2639.4,2653.55,2655.65,2655.65,1703949227.0,1.61579,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,1.2690355,0.0,62.56345,6.218274,12.817259,0.0,13151.047,0.0,0.0,0.0,0.0,0,0,0,0.6451613,0,4.387097,3.870968,0.516129,0.0,13554.805,0.0,0.0,0,0.0,0,0,0,0.3836317,0,4.603581,1.790281,13.171355,0.1278772,13410.699,0.0,0.0,0,0.0
2378.5,318.0,318.0,318.0,2839.8,2843.2,3000.25,3016.5,3024.3500000000004,3024.3500000000004,1703949228.0,2.03426,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,1.794872,0.0,58.58974,10.512821,13.076923,0.0,12610.066,0.0,0.0,0.0,0.0,0,0,0,0.9020619,0,4.639175,3.092784,0.3865979,0.257732,13552.254,0.0,0.0,0,0.0,0,0,0,0.5102041,0,4.846939,2.295918,13.010204,0.0,13410.266,0.0,0.0,0,0.0
2687.5,309.0,309.0,309.0,3205.4,3210.5,3373.25,3396.9,3400.05,3400.05,1703949229.0,0.97066,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,1.2562814,0.0,47.48744,4.899497,13.065327,0.1256281,12546.629,0.0,0.0,0.0,0.0,0,0,0,0.6468305,0,3.104787,3.234153,0.3880983,0.0,13551.586,0.0,0.0,0,0.0,0,0,0,0.5076142,0,2.411168,2.030457,13.19797,0.1269036,13409.691,2.742637,-2.742637,0,2.742637
2993.0,305.5,305.5,305.5,3586.75,3579.3,3767.0,3787.95,3795.3,3795.3,1703949230.0,1.30281,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,2.252816,0.0,33.41677,7.509387,12.765957,0.0,12245.375,2.463808,-2.463808,0.0,2.463808,0,0,0,0.7782101,0,3.761349,3.242542,0.3891051,0.2594034,13551.719,0.0,0.0,0,0.0,0,0,0,0.3846154,0,4.230769,2.948718,13.076923,0.0,13412.336,1.2573626,-1.2573626,0,1.2573626
3325.0,332.0,332.0,332.0,3952.85,3951.55,4114.1,4134.55,4135.6,4135.6,1703949231.0,1.5232450000000002,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,1.010101,0.0,56.31313,5.176768,13.257576,0.0,12157.473,1.5361916,-1.5361916,0.0,1.5361916,0,0,0,0.6410256,0,4.487179,3.717949,0.3846154,0.2564103,13552.504,0.0,0.0,0,0.0,0,0,0,0.3831418,0,4.086845,3.065134,13.154534,0.0,13402.68,0.0,0.0,0,0.0
3644.0,319.0,319.0,319.0,4296.75,4296.0,4464.3,4485.85,4495.2,4495.2,1703949232.0,1.698515,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,1.3801757,0.0,78.04266,6.022585,12.923463,0.0,12031.809,0.0,0.0,0.0,0.0,0,0,0,0.7751938,0,4.521964,4.263566,0.5167959,0.129199,13552.648,0.0,0.0,0,0.0,0,0,0,0.3821656,0,3.057325,2.675159,15.414013,0.1273885,13411.914,0.0,0.0,0,0.0
3966.5,322.5,322.5,322.5,4660.6,4663.0,4825.55,4842.35,4848.6,4848.6,1703949233.0,1.868355,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,2.146465,0.0,74.36869,6.691919,13.257576,0.0,11929.434,0.0,0.0,0.0,0.0,0,0,0,1.1597938,0,5.927835,4.123711,0.5154639,0.0,13554.324,0.0,0.0,0,0.0,0,0,0,0.5128205,0,3.205128,2.564103,13.076923,0.1282051,13417.332,0.0,0.0,0,0.0
4276.5,310.0,310.0,310.0,5017.0,5005.9,5199.9,5219.8,5233.45,5233.45,1703949234.0,2.039285,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.007519,0.0,73.80952,9.14787,13.032581,0.0,11608.32,0.0,0.0,0.0,0.0,0,0,0,1.4267185,0,5.317769,4.798962,0.2594034,0.1297017,13553.586,2.657676,-2.657676,0,2.657676,0,0,0,0.7662835,0,3.192848,2.554278,13.154534,0.0,13417.359,0.0,0.0,0,0.0
1918.6,208.0,208.0,208.0,2344.2,2348.16,2470.2,2486.76,2491.58,2491.58,1703949235.0,1.024696,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,2.746567,0.0,75.03121,7.490637,12.98377,0.0,11538.973,0.0,0.0,0.0,0.0,0,0,0,1.5483871,0,6.193548,4.0,0.516129,0.0,13552.879,1.3423237,-1.3423237,0,1.3423237,0,0,0,0.7741935,0,5.032258,3.354839,13.806452,0.1290323,13417.07,0.0,0.0,0,0.0
2220.2,301.6,301.6,301.6,2680.02,2676.0600000000004,2861.24,2880.56,2887.24,2887.24,1703949236.0,1.026326,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.522013,0.0,72.32704,9.811321,12.704403,0.0,11243.77,0.0,0.0,0.0,0.0,0,0,0,1.5483871,0,8.387097,4.387097,0.3870968,0.3870968,13553.809,0.0,0.0,0,0.0,0,0,0,1.025641,0,5.384615,3.589744,12.948718,0.0,13413.863,0.0,0.0,0,0.0
2526.6,306.4,306.4,306.4,3066.5,3065.2,3246.38,3265.9,3270.76,3270.76,1703949237.0,1.927808,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.015075,0.0,76.63317,7.286432,12.81407,0.0,11184.52,0.0,0.0,0.0,0.0,0,0,0,1.4267185,0,5.966278,4.928664,0.3891051,0.0,13547.652,0.0,0.0,0,0.0,0,0,0,0.8997429,0,3.213368,2.699229,13.239075,0.0,13415.641,0.0,0.0,0,0.0
2840.8,314.2,314.2,314.2,3445.04,3444.9800000000005,3615.28,3635.86,3639.82,3639.82,1703949238.0,-1.009928,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,2.25,0.0,75.75,8.0,13.125,0.0,11083.141,0.0,0.0,0.0,0.0,0,0,0,1.1795544,0,5.242464,4.587156,0.3931848,0.2621232,13556.055,0.0,0.0,0,0.0,0,0,0,0.7682458,0,3.457106,2.560819,13.060179,0.128041,13418.551,0.0,0.0,0,0.0
3145.2,304.4,304.4,304.4,3828.44,3830.66,4005.38,4021.68,4030.1,4030.1,1703949239.0,0.0936719999999999,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.254068,0.0,77.09637,8.510638,10.638298,0.0,11016.945,0.0,0.0,0.0,0.0,0,0,0,1.2987013,0,5.454545,4.415584,0.5194805,0.2597403,13557.148,0.0,0.0,0,0.0,0,0,0,0.8985879,0,6.931964,3.337612,13.22208,0.0,13411.555,2.742943,-2.742943,0,2.742943
3462.0,316.8,316.8,316.8,4204.02,4198.5,4379.280000000001,4401.08,4409.4800000000005,4409.4800000000005,1703949240.0,0.415896,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.754693,0.0,76.47059,6.132666,12.891114,0.0,10939.355,2.45103,-2.45103,0.0,2.45103,0,0,0,1.4304291,0,5.591678,4.681404,0.390117,0.130039,13557.402,0.0,0.0,0,0.0,0,0,0,0.7741935,0,4.0,2.709677,13.290323,0.0,13412.102,1.2570575,-1.2570575,0,1.2570575
3137.333333333333,252.33333333333331,252.33333333333331,252.33333333333331,3942.566666666666,3946.4166666666665,4088.2333333333336,4106.483333333333,4111.733333333333,4111.733333333333,1703949241.0,0.4976233333333335,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.370787,0.0,76.90387,6.741573,12.359551,0.0,10861.602,1.5489696,-1.5489696,0.0,1.5489696,0,0,0,1.5584416,0,8.181818,4.285714,0.5194805,0.1298701,13557.594,0.0,0.0,0,0.0,0,0,0,1.0282776,0,5.526992,3.470437,12.982005,0.0,13400.941,0.0,0.0,0,0.0
3429.0,291.6666666666667,291.6666666666667,291.6666666666667,4298.733333333334,4316.55,4471.3,4491.483333333334,4500.216666666666,4500.216666666666,1703949242.0,0.7678949999999999,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.25,0.0,76.75,7.375,12.25,0.0,10816.512,0.0,0.0,0.0,0.0,0,0,0,1.83727,0,5.11811,4.724409,0.3937008,0.0,13557.691,0.0,0.0,0,0.0,0,0,0,0.9009009,0,3.989704,3.346203,13.127413,0.1287001,13411.508,0.0,0.0,0,0.0
3714.8333333333335,285.8333333333333,285.8333333333333,285.8333333333333,4748.75,4748.133333333333,4930.216666666666,4949.983333333333,4956.083333333333,4956.083333333333,1703949243.0,0.9244033333333336,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.754693,0.0,77.84731,7.008761,11.26408,0.0,10759.688,0.0,0.0,0.0,0.0,0,0,0,2.08605,0,6.910039,4.563233,0.5215124,0.2607562,13557.871,0.0,0.0,0,0.0,0,0,0,1.2936611,0,5.950841,3.234153,13.065977,0.2587322,13418.57,0.0,0.0,0,0.0
4021.1666666666665,306.3333333333333,306.3333333333333,306.3333333333333,5147.5,5152.716666666666,5316.433333333333,5337.083333333333,5345.3,5345.3,1703949244.0,1.0759033333333332,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.379224,0.0,77.22153,7.259074,11.764706,0.0,10694.789,0.0,0.0,0.0,0.0,0,0,0,1.960784,0,11.633987,6.405229,0.3921569,0.130719,13551.645,2.660493,-2.660493,0,2.660493,0,0,0,0.9102731,0,3.641092,3.120936,13.263979,0.130039,13416.273,0.0,0.0,0,0.0
4324.833333333333,303.6666666666667,303.6666666666667,303.6666666666667,5525.45,5518.849999999999,5707.033333333333,5724.533333333333,5732.233333333334,5732.233333333334,1703949245.0,1.23674,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.005006,0.0,75.09387,7.7597,12.515645,0.0,10599.148,0.0,0.0,0.0,0.0,0,0,0,1.950585,0,5.981795,4.681404,0.260078,0.130039,13552.941,1.3395074,-1.3395074,0,1.3395074,0,0,0,1.2870013,0,7.593308,3.861004,13.127413,0.0,13414.043,0.0,0.0,0,0.0
4627.833333333333,303.0,303.0,303.0,5915.2,5914.650000000001,6093.283333333333,6115.283333333333,6121.233333333334,6121.233333333334,1703949246.0,1.407166666666667,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.260652,0.0,72.6817,10.526316,12.155388,0.0,10348.227,0.0,0.0,0.0,0.0,0,0,0,1.692708,0,6.510417,4.557292,0.390625,0.0,13555.227,0.0,0.0,0,0.0,0,0,0,0.9032258,0,4.516129,2.967742,13.16129,0.0,13414.387,0.0,0.0,0,0.0
4922.166666666667,294.3333333333333,294.3333333333333,294.3333333333333,6315.349999999999,6298.433333333333,6513.05,6532.633333333334,6537.883333333334,6537.883333333334,1703949247.0,1.590515,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.5,0.0,76.25,6.875,12.0,0.0,10298.242,0.0,0.0,0.0,0.0,0,0,0,2.072539,0,7.901554,5.569948,0.5181347,0.1295337,13557.543,0.0,0.0,0,0.0,0,0,0,1.1612903,0,4.516129,3.483871,13.290323,0.0,13412.832,0.0,0.0,0,0.0
5227.0,304.8333333333333,304.8333333333333,304.8333333333333,6727.316666666667,6729.733333333334,6905.233333333334,6927.216666666667,6935.266666666666,6935.266666666666,1703949248.0,1.7983183333333337,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.260652,0.0,74.93734,8.270677,12.280702,0.0,10224.891,0.0,0.0,0.0,0.0,0,0,0,1.692708,0,9.765625,4.6875,0.390625,0.1302083,13556.773,0.0,0.0,0,0.0,0,0,0,0.9067358,0,4.274611,2.590674,13.212435,0.1295337,13414.637,0.0,0.0,0,0.0
5532.0,305.0,305.0,305.0,7114.516666666666,7120.533333333333,7288.3,7311.033333333333,7318.716666666667,7318.716666666667,1703949249.0,2.0153916666666665,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.508772,0.0,76.69173,8.145363,11.278195,0.0,10163.828,6.101269,-6.101269,0.0,6.101269,0,0,0,1.953125,0,7.03125,4.817708,0.390625,0.1302083,13556.891,0.0,0.0,0,0.0,0,0,0,0.9079118,0,4.020752,2.723735,13.229572,0.0,13415.246,2.738077,-2.738077,0,2.738077
5841.666666666667,309.6666666666667,309.6666666666667,309.6666666666667,7504.7,7511.299999999999,7676.266666666666,7693.75,7700.733333333334,7700.733333333334,1703949250.0,2.27701,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.020101,0.0,76.25628,7.41206,12.18593,0.0,10119.152,6.331526,-6.331526,0.0,6.331526,0,0,0,1.710526,0,5.921053,4.868421,0.3947368,0.2631579,13556.836,0.0,0.0,0,0.0,0,0,0,0.7782101,0,6.095979,3.372244,13.359274,0.0,13414.945,1.261923,-1.261923,0,1.261923
6143.333333333333,301.6666666666667,301.6666666666667,301.6666666666667,7883.883333333334,7888.083333333333,8066.349999999999,8086.599999999999,8098.483333333334,8098.483333333334,1703949251.0,2.577075,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.985056,0.0,77.21046,6.22665,12.4533,0.0,10046.051,1.5672047,-1.5672047,0.0,1.5672047,0,0,0,1.978892,0,5.936675,4.617414,0.3957784,0.0,13556.16,0.0,0.0,0,0.0,0,0,0,1.0376135,0,5.058366,3.631647,13.09987,0.0,13405.078,0.0,0.0,0,0.0
6452.666666666667,309.3333333333333,309.3333333333333,309.3333333333333,8277.083333333334,8282.366666666667,8450.816666666668,8475.966666666667,8479.466666666667,8479.466666666667,1703949252.0,2.9526166666666662,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.638645,0.0,77.66625,6.649937,11.794228,0.0,9995.691,0.0,0.0,0.0,0.0,0,0,0,1.955671,0,7.692308,4.172099,0.5215124,0.3911343,13556.773,0.0,0.0,0,0.0,0,0,0,1.1612903,0,4.387097,3.225806,13.16129,0.0,13416.914,0.0,0.0,0,0.0
6759.666666666667,307.0,307.0,307.0,8653.616666666667,8654.25,8833.183333333332,8852.783333333333,8856.966666666667,8856.966666666667,1703949253.0,3.3663233333333333,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.74407,0.0,75.90512,6.991261,12.359551,0.0,9950.246,0.0,0.0,0.0,0.0,0,0,0,1.842105,0,6.973684,5.394737,0.3947368,0.0,13556.66,0.0,0.0,0,0.0,0,0,0,0.9043928,0,4.392765,2.842377,13.307494,0.0,13416.512,0.0,0.0,0,0.0
7065.833333333333,306.1666666666667,306.1666666666667,306.1666666666667,9048.25,9054.1,9223.266666666666,9247.033333333333,9254.733333333334,9254.733333333334,1703949254.0,3.917058333333333,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.391468,0.0,75.65872,7.40276,12.29611,0.0,9903.812,0.0,0.0,0.0,0.0,0,0,0,2.216428,0,6.388527,4.693611,0.3911343,0.1303781,13556.246,2.658457,-2.658457,0,2.658457,0,0,0,1.0282776,0,4.241645,3.084833,13.367609,0.0,13416.859,0.0,0.0,0,0.0
7378.166666666667,312.3333333333333,312.3333333333333,312.3333333333333,9435.15,9437.9,9605.65,9623.833333333334,9631.516666666666,9631.516666666666,1703949255.0,4.636173333333334,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.114713,0.0,77.05736,6.359102,12.219451,0.0,9841.832,0.0,0.0,0.0,0.0,0,0,0,1.963351,0,7.591623,4.842932,0.5235602,0.0,13556.211,1.3415429,-1.3415429,0,1.3415429,0,0,0,1.6666667,0,11.282051,4.102564,12.948718,0.1282051,13417.98,0.0,0.0,0,0.0
7688.833333333333,310.6666666666667,310.6666666666667,310.6666666666667,9808.916666666666,9810.483333333334,9982.45,9999.916666666666,10006.2,10006.2,1703949256.0,5.61283,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.255319,0.0,74.59324,8.886108,12.140175,0.0,9752.82,0.0,0.0,0.0,0.0,0,0,0,2.477184,0,6.388527,4.302477,0.5215124,0.1303781,13556.035,0.0,0.0,0,0.0,0,0,0,1.5463918,0,7.345361,4.252577,13.015464,0.0,13411.266,0.0,0.0,0,0.0
6880.428571428572,290.0,290.0,290.0,8813.485714285714,8820.457142857142,8984.271428571428,9004.357142857143,9018.257142857145,9018.257142857145,1703949257.0,6.048984285714285,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.75,0.0,73.125,10.0,12.0,0.0,9531.602,0.0,0.0,0.0,0.0,0,0,0,2.365309,0,7.621551,4.862024,0.2628121,0.131406,13557.141,0.0,0.0,0,0.0,0,0,0,1.1658031,0,4.404145,3.497409,13.212435,0.1295337,13412.105,0.0,0.0,0,0.0
7183.428571428572,303.0,303.0,303.0,9196.971428571427,9203.128571428571,9374.114285714286,9395.4,9403.328571428572,9403.328571428572,1703949258.0,7.556547142857142,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.271357,0.0,74.24623,9.170854,12.060302,0.0,9403.25,0.0,0.0,0.0,0.0,0,0,0,1.963351,0,6.282723,4.712042,0.3926702,0.0,13556.371,0.0,0.0,0,0.0,0,0,0,1.164295,0,4.269082,3.363519,13.324709,0.0,13417.996,0.0,0.0,0,0.0
7480.714285714285,297.2857142857143,297.2857142857143,297.2857142857143,9593.514285714287,9591.614285714286,9782.771428571428,9802.1,9805.385714285714,9805.385714285714,1703949259.0,11.372774285714286,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,3.625,0.0,73.75,10.25,12.25,0.0,9318.754,0.0,0.0,0.0,0.0,0,0,0,1.958225,0,6.266319,5.221932,0.3916449,0.2610966,13556.215,0.0,0.0,0,0.0,0,0,0,1.2870013,0,6.949807,3.732304,13.127413,0.0,13417.691,2.74226,-2.74226,0,2.74226
7784.428571428572,303.7142857142857,303.7142857142857,303.7142857142857,9990.242857142855,9991.42857142857,10176.742857142855,10199.2,10202.785714285714,10202.785714285714,1703949260.0,20.0609,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.755945,0.0,76.84606,9.762203,8.510638,0.0,9270.184,2.450491,-2.450491,0.0,2.450491,0,0,0,1.706037,0,8.136483,4.593176,0.5249344,0.0,13556.254,0.0,0.0,0,0.0,0,0,0,1.2870013,0,10.16731,3.603604,13.256113,0.2574003,13417.766,1.2577397,-1.2577397,0,1.2577397
8077.142857142857,292.7142857142857,292.7142857142857,292.7142857142857,10402.657142857142,10423.128571428571,10594.214285714286,10614.285714285714,10619.085714285717,10619.085714285717,1703949261.0,42.214484285714285,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,5.006258,0.0,74.21777,10.387985,10.137672,0.0,9129.652,1.5495094,-1.5495094,0.0,1.5495094,0,0,0,2.096986,0,6.946265,4.980341,0.3931848,0.1310616,13555.77,0.0,0.0,0,0.0,0,0,0,1.2903226,0,5.935484,4.258065,13.290323,0.0,13405.82,0.0,0.0,0,0.0
8372.0,294.85714285714283,294.85714285714283,294.85714285714283,10812.985714285716,10819.2,10998.07142857143,11025.014285714287,11045.1,11045.1,1703949262.0,-114.10606285714287,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,4.271357,0.0,71.10553,11.683417,12.688442,0.0,8900.137,0.0,0.0,0.0,0.0,0,0,0,2.607562,0,7.170795,5.47588,0.3911343,0.1303781,13555.879,0.0,0.0,0,0.0,0,0,0,1.4120668,0,5.134788,3.851091,13.22208,0.0,13419.645,0.0,0.0,0,0.0
